Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.050    0.050 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_index_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/extras.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
      111    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_pylab_helpers.py:55(<genexpr>)
      109    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:1079(<genexpr>)
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:179(pop)
       40    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/tseries/frequencies.py:1(<module>)
        1    0.000    0.000    0.053    0.053 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/mpl_toolkits/mplot3d/axes3d.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_polynomial_impl.py:1232(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/lines.py:216(Line2D)
        1    0.000    0.000    0.013    0.013 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/tz/tz.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {built-in method _cvxcore.ProblemData_getLen}
        1    0.000    0.000    0.010    0.010 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/textpath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/array_algos/take.py:1(<module>)
      180    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solution.py:72(__init__)
        1    0.000    0.000    0.024    0.024 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_zeros_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/context.py:284(SpawnProcess)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/rrule.py:1(<module>)
        1    0.000    0.000    0.075    0.075 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/csgraph/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_type_check_impl.py:1(<module>)
      189    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/parameterexpression.py:131(<genexpr>)
        1    0.000    0.000    0.006    0.006 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:1433(__mro_entries__)
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_tight_layout.py:76(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/path.py:191(_create_closed)
       62    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/http/__init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/Image.py:533(Image)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colors.py:2629(Norm)
       39    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/format.py:198(_check_version)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/timeit.py:86(Timer)
       38    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:3616(get_xbound)
        5    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_cm_multivar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/power.py:26(PowCone3D)
       13    0.000    0.000    0.002    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1789(cmd)
      187    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/uuid.py:268(__hash__)
        3    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/linalg/blas.py:326(_get_funcs)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/cvxcore/python/cvxcore.py:233(getLen)
       88    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:2154(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/util/_validators.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:1920(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/qobj/converters/pulse_instruction.py:85(InstructionToQobjConverter)
       21    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:1502(__init__)
      111    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:639(clear)
       38    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:3869(get_ybound)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/array_api_compat/common/_linalg.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorbar.py:189(get_subplotspec)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_core/scales.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tokenize.py:352(detect_encoding)
      130    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:1478(_cls_prefix)
        4    0.000    0.000    0.002    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/linecache.py:80(updatecache)
      257    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:1501(_interp_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/stata.py:1116(StataReader)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/string_arrow.py:82(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/integrate/_ivp/base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_fir_filter_design.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/linalg/_linalg.py:43(EigResult)
        1    0.000    0.000    0.081    0.081 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_ltisys.py:1(<module>)
        1    0.000    0.000    0.191    0.191 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/api.py:1(<module>)
      319    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/dataclasses.py:697(_is_kw_only)
      229    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1329(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_matrix.py:1(spmatrix)
      147    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axis.py:2330(get_label_position)
        1    0.000    0.000    0.008    0.008 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/contour.py:1295(_process_args)
      148    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorizer.py:455(colorbar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/symbolic.py:66(RelOp)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1(<module>)
        1    0.000    0.000    0.014    0.014 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/lines.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:23(_prevent_rasterization)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/formats/format.py:1(<module>)
       17    0.000    0.000    0.002    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/traceback.py:221(extract_stack)
       80    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:310(_scalar_fill_value)
       75    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:4106(set_navigate)
       52    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:4494(h)
      228    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/controlledgate.py:199(ctrl_state)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/datetimelike.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_multicomp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:1(<module>)
        1    0.000    0.000    0.099    0.099 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/groupby/generic.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/re/_compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tarfile.py:738(SpecialFileError)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/frame.py:4623(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/_strptime.py:107(__calc_date_time)
      119    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       14    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:981(filtered)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scs/__init__.py:28(_select_scs_module)
      106    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
      277    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/schedule.py:67(Schedule)
        1    0.000    0.000    0.008    0.008 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/shape_base.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_entropy.py:1(<module>)
      150    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axis.py:1849(_set_converter)
        1    0.000    0.000    0.079    0.079 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/generalized_gates/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/__init__.py:1(<module>)
       18    0.000    0.000    0.031    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:3106(re)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/html.py:1(<module>)
        1    0.000    0.000    0.103    0.103 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backend_bases.py:1(<module>)
      277    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/dataclasses.py:432(<genexpr>)
      150    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:574(_swapaxes_dispatcher)
        1    0.000    0.000    0.011    0.011 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/symengine/__init__.py:1(<module>)
       55    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:533(_split_addr_prefix)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:306(is_named_tuple)
    48/22    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:2305(_strip_annotations)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
       34    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/generic.py:13611(make_doc)
        1    0.000    0.000    0.025    0.025 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/spatial/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:1(<module>)
       74    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:126(__eq__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/compat/numpy/function.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/resample.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/_config/config.py:780(config_prefix)
       34    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/__init__.py:675(__init__)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/ExifTags.py:21(Base)
