Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/signal/_short_time_fft.py:77(ShortTimeFFT)
   134/33    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1801(names)
       55    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
      323    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/socket.py:84(<lambda>)
        1    0.000    0.000    0.045    0.045 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:1(<module>)
      402    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:1010(_isin_dispatcher)
       74    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/gridspec.py:122(set_height_ratios)
       83    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/_utils.py:68(_ctrl_state_to_int)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/packaging/_structures.py:1(<module>)
       62    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorbar.py:1369(_get_ticklocation_from_orientation)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       12    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1034(wrapped)
        2    0.000    0.000    0.014    0.007 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/pyplot.py:373(switch_backend)
       56    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:307(_unpack_args)
       37    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/figure.py:3150(get_size_inches)
      149    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cycler/__init__.py:247(<genexpr>)
      191    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/window/doc.py:11(create_section_header)
      216    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/blueprintcircuit.py:23(BlueprintCircuit)
      146    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:962(__hash__)
      330    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:271(option_image_nocomposite)
       24    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_api/__init__.py:214(__getattr__)
       42    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorizer.py:382(get_alpha)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/basis_change/qft.py:23(QFT)
       13    0.000    0.000    0.006    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/_utils.py:122(with_controlled_gate_array)
       10    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1904(_validate_order_kind)
       36    0.000    0.000    0.003    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/expression.py:766(__eq__)
       26    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_util.py:276(_transition_to_rng)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
       34    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:2241(__init__)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/cb_rules.py:1(<module>)
      177    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/parameterexpression.py:140(parameters)
      218    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/collections.py:866(get_linewidth)
      133    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/computation/expr.py:180(<genexpr>)
        1    0.000    0.000    0.014    0.014 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/contour.py:602(__init__)
      216    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/construction.py:758(_maybe_repeat)
       37    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1560(transform_bbox)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/dgp2dcp/canonicalizers/__init__.py:1(<module>)
        1    0.000    0.000    0.130    0.130 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4880(invgamma_gen)
        1    0.000    0.000    0.018    0.018 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/synthesis/unitary_synthesis.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:152(_deprecated_property)
        1    0.000    0.000    0.007    0.007 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/algorithms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/nanops.py:1(<module>)
      114    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:827(is_string_or_list_of_strings)
       72    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorizer.py:441(autoscale_None)
       72    0.000    0.000    0.077    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/cvxcore/python/cvxcore.py:992(build_matrix)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2171(BlendedGenericTransform)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/construction.py:532(treat_as_nested)
      296    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:799(get_subplotspec)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:246(Categorical)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dviread.py:1(<module>)
       15    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/_docstrings.py:10(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method _cvxcore.ProblemData_getJ}
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:517(cast)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/umath.py:1(<module>)
      180    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/base.py:791(is_)
      229    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1335(<genexpr>)
       37    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:555(__init__)
    40/22    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:430(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_twodim_base_impl.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/ssl.py:1(<module>)
      144    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/common.py:121(classes)
       26    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:7107(getdoc)
       73    0.000    0.000    0.003    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colorizer.py:323(_scale_norm)
      152    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:2999(<genexpr>)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/array_api_compat/numpy/_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/__init__.py:432(_sanity_check)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:1352(getfullargspec)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/testing/_private/utils.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/arrays/arrow/array.py:1(<module>)
       24    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:1860(__init__)
        1    0.000    0.000    0.080    0.080 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/problems/problem.py:1(<module>)
        1    0.000    0.000    0.241    0.241 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/figure.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/equivalence_library.py:84(_cnot_rxx_decompose)
        4    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/external/docscrape.py:242(_parse_param_list)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/f2py/symbolic.py:113(Precedence)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
       50    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_internal.py:893(_ufunc_doc_signature_formatter)
       19    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_distribution_infrastructure.py:1016(_dispatch)
        1    0.000    0.000    0.050    0.050 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/__init__.py:1(<module>)
       47    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1262(_slice)
       74    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_tight_layout.py:238(<genexpr>)
      116    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/weakref.py:417(__len__)
        1    0.000    0.000    0.085    0.085 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_axes.py:1(<module>)
      221    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
      148    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:648(__len__)
        1    0.000    0.000    0.084    0.084 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/compiler/transpiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.025    0.025 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/pytables.py:1(<module>)
      430    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/register.py:133(size)
      370    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/multiarray.py:1053(unravel_index)
        1    0.000    0.000    0.014    0.014 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/metadata/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/linalg/_solvers.py:1(<module>)
        1    0.000    0.000    0.439    0.439 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_typing/_add_docstring.py:27(_parse_docstrings)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dill/session.py:1(<module>)
      119    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.002    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
    83/36    0.000    0.000    0.004    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:101(isna)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_text_helpers.py:1(<module>)
      322    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:893(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/problems/problem.py:129(Problem)
      148    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1101(get_label)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumregister.py:1(<module>)
      183    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/textwrap.py:482(prefixed_lines)
       44    0.000    0.000    0.002    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/linecache.py:36(getlines)
      296    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/spines.py:226(_clear)
      136    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_utils/__init__.py:27(decorator)
        1    0.000    0.000    0.015    0.015 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:1(<module>)
      110    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/problems/problem.py:190(status)
       12    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/doccer.py:167(_doc)
      259    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/_util.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/range.py:66(RangeIndex)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/contingency.py:1(<module>)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
        1    0.000    0.000    0.066    0.066 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_optimize.py:1(<module>)
       39    0.000    0.000    0.000    0.000 {method 'setflags' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/excel/_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/constants/_codata.py:1533(exact2018)
      216    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/zero.py:120(expr)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/synthesis/plugin.py:393(UnitarySynthesisPlugin)
        1    0.000    0.000    0.051    0.051 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:1106(_CountAction)
        1    0.000    0.000    0.009    0.009 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/io/json/_json.py:1(<module>)
    58/51    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4409(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/errors/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/complex2real/canonicalizers/__init__.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/construction.py:742(_get_axes)
       18    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/_utils.py:103(with_gate_array)
       99    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:77(__call__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/base_matrix_interface.py:24(BaseMatrixInterface)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/linalg/_decomp.py:1(<module>)
      288    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/leaf.py:252(is_nonpos)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_odds_ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/seaborn/distributions.py:1(<module>)
       18    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:1491(__sub__)
      222    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_function_base_impl.py:1365(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/process.py:1(<module>)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/flags.py:87(allows_duplicate_labels)
        5    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/decorator.py:75(__init__)
        1    0.000    0.000    0.010    0.010 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/_config/config.py:1(<module>)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/constraints/zero.py:124(shape)
      127    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:1311(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:945(PeriodDtype)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/rustworkx/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_dok.py:18(_dok_base)
       36    0.000    0.000    0.028    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/problems/objective.py:147(is_dcp)
       51    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:582(_setResultsName)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_kde.py:43(gaussian_kde)
      396    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/complex2real/canonicalizers/aff_canon.py:29(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/stats/_ksstats.py:1(<module>)
      430    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/enum.py:820(<genexpr>)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/internals/managers.py:2320(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.003    0.003 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pytz/__init__.py:1(<module>)
       76    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/compiler/assembler.py:1(<module>)
      133    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/platform.py:895(uname)
    66/22    0.000    0.000    0.001    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/typing.py:407(_eval_type)
        1    0.000    0.000    0.017    0.017 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/defines.py:104(installed_solvers)
      222    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/collections.py:212(get_paths)
        1    0.000    0.000    1.126    1.126 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/utils/minimum_point.py:24(MinimumPoint)
        1    0.000    0.000    0.026    0.026 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/ndimage/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/parse.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tokenize.py:445(open)
        1    0.000    0.000    0.005    0.005 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/packaging/version.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/add_expr.py:56(numeric)
        1    0.000    0.000    0.037    0.037 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/synthesis/__init__.py:1(<module>)
      5/3    0.000    0.000    0.003    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/contour.py:955(changed)
       72    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:460(_str_signature)
        1    0.000    0.000    0.051    0.051 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axes/_base.py:1(<module>)
      646    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/__init__.py:818(__iter__)
      144    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/variable.py:82(set_variable_of_provenance)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/category.py:139(StrCategoryFormatter)
      288    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/constants/constant.py:148(is_nonpos)
        1    0.000    0.000    0.011    0.011 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/x.py:1(<module>)
       60    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/library/standard_gates/u1.py:98(__init__)
        2    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/textwrap.py:238(_wrap_chunks)
      225    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/instruction.py:127(base_class)
        1    0.000    0.000    0.004    0.004 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/lin_ops/lin_utils.py:1(<module>)
       29    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:5297(__init__)
       21    0.000    0.000    0.006    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/_utils.py:131(matrix_for_control_state)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:1(<module>)
