noise_level,w=0.20,w=0.24,w=0.28,w=0.32,w=0.36,w=0.40,w=0.44,w=0.48,w=0.52,w=0.56,w=0.60
1.0000000000000004e-06,0.9859777431393744,0.9859774036399055,0.9859774473577192,0.985977523239115,0.9859774980327093,0.9859770241908614,0.9604633827269987,0.8563382320325406,0.8108932218432089,0.8108932658706329,0.8108933576627302
1.7782794100389233e-06,0.9859772243586529,0.985976873445176,0.9859768839683986,0.9859769987383104,0.9859769741524615,0.9859764964830249,0.960462395540514,0.8563376626973844,0.8108930540369503,0.8108930823658473,0.8108931704036966
3.1622776601683805e-06,0.9859763018268032,0.9859759321712048,0.9859758846275205,0.9859760657327167,0.9859760425385453,0.9859755579824063,0.9604606465379156,0.8563361338270178,0.810892735473755,0.810892741281793,0.810892841191235
5.623413251903492e-06,0.9859746509895398,0.985974273096013,0.98597412042374,0.9859744064200453,0.9859743859616026,0.9859738887765526,0.9604575475224907,0.8563335741512081,0.8108921362885297,0.8108921857165501,0.810892288355251
1.0000000000000003e-05,0.9859716716804603,0.9859705788982389,0.9859714201446718,0.9859714555753711,0.985971438435304,0.9859709949221074,0.9604552350336756,0.8563294665856167,0.8108910674934361,0.8108912152125156,0.8108913186200768
1.7782794100389232e-05,0.9859663457104456,0.9859655693204502,0.9859660954824582,0.9859660835055473,0.9859661952858699,0.9859658623674314,0.9604418005269353,0.8563220876183295,0.810888972116021,0.8108895292667956,0.8108896491521752
3.16227766016838e-05,0.9859568124311886,0.9859571029962747,0.9859568358385009,0.985954904905309,0.9859549189083608,0.9859549083779799,0.9604213729086042,0.8563062026661274,0.8108921891063032,0.8108922958254723,0.8108923988731191
5.623413251903492e-05,0.9859401682208196,0.9859405896096471,0.9859367978864816,0.9859367769535441,0.9859367940647983,0.9859367871984003,0.9603923261158156,0.8562807101528822,0.8108915980554425,0.8108918326161311,0.8108920104202926
0.00010000000000000002,0.9859109480691506,0.9859045851373662,0.9859045081327318,0.9859045738280288,0.9859045762644412,0.9859045787752803,0.960340625047263,0.8562354536937353,0.8108928564345073,0.8108923127744998,0.8108924290225415
0.00017782794100389232,0.9858473094899736,0.9858473848414538,0.9858473318285512,0.9858473003020085,0.9858472969264306,0.9858473199576925,0.96024872241805,0.8561543565868067,0.810892429398685,0.8108924114025928,0.8108927909830708
0.000316227766016838,0.9857454967034629,0.9857455058878928,0.985745441289317,0.9857454431500551,0.9857454397151647,0.9857454311197538,0.9600852993149073,0.8560103737497695,0.8108928367062781,0.8108927016898384,0.8108916795833867
0.0005623413251903492,0.9855643134403534,0.9855643432721926,0.9855642768776012,0.9855643357926673,0.9855643255975088,0.9855642994867065,0.9597947210532964,0.8557543230569197,0.8108911571661154,0.8108921375570872,0.8108922679229165
0.0010000000000000002,0.9852422100216304,0.9852422129238506,0.985242214141199,0.9852421970744223,0.9852423905645393,0.9852406968061183,0.9592777858640243,0.8553007185397832,0.8108918648307183,0.8108910812596095,0.8108922734913315
0.001778279410038923,0.9846695185251141,0.9846693850650127,0.984669881354673,0.9846693442942276,0.9846696813861836,0.9846705956217658,0.9583591063278765,0.8544929045285227,0.8108912103923115,0.8108923068199781,0.810890940939847
0.00316227766016838,0.9836506829634768,0.9836508654439499,0.983650763452824,0.983650662037283,0.9836521458199345,0.9836505051422091,0.956725577756537,0.8530994100710577,0.8108924851125011,0.8108929646198466,0.8108917191299619
0.005623413251903492,0.9818394283606039,0.9818395826763379,0.9818391626609622,0.9818413665851881,0.981838249836259,0.9818394756779534,0.9538208983153884,0.8507529974652042,0.810893925995035,0.8108922970223096,0.8108923127743379
0.010000000000000002,0.9786184605147186,0.9786189224796752,0.9786187499403135,0.9786185870691075,0.978618566509093,0.9786184033803556,0.9486611225039687,0.8466121658165287,0.8108925943133376,0.8108921070234744,0.8108924522346646
0.01778279410038923,0.9728908653250189,0.9728904212265468,0.9728902947491433,0.9728903262344262,0.9728908559649312,0.9728898256306583,0.9394966780165898,0.8402749565994734,0.810893125458645,0.8108931322249212,0.810893134198369
0.0316227766016838,0.9627045521762868,0.9627048123039728,0.9627046757878557,0.9627044937399559,0.9627044050071705,0.9627042970542071,0.9265221234505757,0.8284618800830876,0.8108930053405157,0.8108923154696461,0.8108927802124398
0.05623413251903491,0.9469910962095327,0.9467127137243412,0.9444582899133751,0.9444275780476323,0.9443957777559097,0.9443632436341938,0.9156527170233169,0.8084634764978548,0.8083645516503628,0.8082658718888216,0.8081699463839033
0.1,0.9206396674919846,0.920615179680239,0.9122542630543086,0.9122243190015579,0.9121942761544654,0.9121626882072364,0.8591732461716299,0.7976042299742885,0.7975131502446797,0.7974214825676369,0.7973311016082365
0.1778279410038923,0.8698524611495351,0.8698293416276379,0.8569823165576632,0.8569560625618096,0.8569290911904692,0.8569007621971632,0.8203050617550718,0.7843122591904004,0.7785538037840591,0.7785230122316332,0.7784946645270828
0.31622776601683794,0.7793494680984089,0.7792645046209334,0.766353804283509,0.7662581881019166,0.7661597973434351,0.7660597186541885,0.7659572572440384,0.745043899741102,0.7288472933350654,0.7286785873512189,0.7285122853935005
0.5623413251903491,0.6189691216460121,0.6189689396894686,0.6061484986047332,0.6061485073522895,0.60614713217122,0.6061485392862132,0.606148499037348,0.6061485899349592,0.5721072480269671,0.5721073791227761,0.5721068209038596
1.0,0.333333327845335,0.3333331588487622,0.3205128198857484,0.32051280302080554,0.320511543300102,0.3205128224679723,0.3205128202774388,0.32051282008265325,0.2666666636642422,0.266666665239537,0.2666666584456836
