noise_level,w=0.30,w=0.32,w=0.34,w=0.36,w=0.38,w=0.40,w=0.42,w=0.44,w=0.46,w=0.48,w=0.50
1.0000000000000004e-06,0.6464464812123855,0.6464464959833139,0.6464464930060375,0.5601848966205163,0.3679385956889348,0.24569909312852917,0.1627621010711107,0.10363860128601671,0.05981827679247711,0.026303794304519193,2.376409482067088e-07
1.7782794100389233e-06,0.6464463930564568,0.646446407823742,0.6464464048527835,0.5601842222231675,0.36793815123041723,0.24569879310918996,0.1627618977432988,0.1036384659042731,0.05981819101888814,0.026303745766308485,4.223859917042925e-07
3.1622776601683805e-06,0.6464462362908465,0.6464462510424569,0.6464462480919436,0.560183022957164,0.3679373608598053,0.24569825959179625,0.16276153617058373,0.10363822515893195,0.05981803849165678,0.026303659418305897,7.505661278349128e-07
5.623413251903492e-06,0.6464459575186103,0.6464459722684899,0.6464459693281022,0.5601808903300328,0.3679359553626076,0.24569731085142313,0.16276089319626172,0.1036377970503284,0.05981776726098563,0.026303506588433258,1.3331223623436015e-06
1.0000000000000003e-05,0.6464454617862775,0.6464454765371247,0.6464454736089846,0.560177097932325,0.36793345600405714,0.24569562373422124,0.1627597498177228,0.10363703576588129,0.05981728495543904,0.026303234914414827,2.928732223933799e-06
1.7782794100389232e-05,0.6464445802438892,0.6464445949868645,0.6464445920906627,0.560170354018665,0.36792901147207197,0.24569262359459804,0.16275771660112498,0.10363568202821943,0.059816427340921345,0.02630275075845585,5.208203329803394e-06
3.16227766016838e-05,0.646443012641177,0.6464430274145206,0.6464430245293075,0.5601583615479078,0.36792110793413957,0.24568728859079567,0.16275410106852023,0.10363327482709671,0.059814902449359324,0.026301890612875453,9.261943756648195e-06
5.623413251903492e-05,0.6464402250876546,0.6464402398305594,0.6464402370463673,0.5601370358751525,0.3679070534940047,0.24567780172497394,0.16274767194051543,0.10362899453889433,0.059812191356566194,0.026300362523794172,1.6470121454821318e-05
0.00010000000000000002,0.6464352682982784,0.6464352830604614,0.6464352803722767,0.5600991137908629,0.3678820615904211,0.24566093225409744,0.1627362401007448,0.10362138421757155,0.05980737214180345,0.026297648577896425,2.928749904467925e-05
0.00017782794100389232,0.6464264545629115,0.6464264693457644,0.6464264668153977,0.5600316806402477,0.36783762158963673,0.24563093623779073,0.16271591408800817,0.10360785482085097,0.05979880813587073,0.026292834911104054,5.207948789328968e-05
0.000316227766016838,0.6464107838755069,0.646410798672151,0.6464107963806218,0.5599117748639181,0.36775860303287167,0.2455776032152857,0.16267977822387017,0.10358380805066565,0.059783597617233473,0.026284313674947345,9.260633232833945e-05
0.0005623413251903492,0.6463829400859602,0.6463829400739368,0.6463829177453568,0.5596985780134847,0.36761811184130755,0.2454827883798625,0.16261554850846882,0.10354108501857871,0.059756608167692224,0.026269283870429164,0.00016466113872236888
0.0010000000000000002,0.6463334256414638,0.6463334256302175,0.6463334071355398,0.5593195465821084,0.3673683611381591,0.24531426395833406,0.16250142491150785,0.10346523449049323,0.05970880051103195,0.0262429469476034,0.0002927470465047543
0.001778279410038923,0.6462454572436247,0.6462454572734705,0.6462454424241871,0.558645814404477,0.36692449383109865,0.24501484276716576,0.1622987814511605,0.10333074058921131,0.059624378161009406,0.026197349814151158,0.0005203844501344361
0.00316227766016838,0.6460892846786405,0.6460892847382613,0.6460892732822453,0.5574486538937998,0.3661360064375687,0.24448321960570008,0.16193937656740123,0.10309280857100106,0.05947613407407624,0.026120197006103282,0.0009247543316238867
0.005623413251903492,0.6458123832744793,0.6458123888929902,0.6458123808990662,0.5553226963623794,0.36473644500561925,0.2435404846033471,0.16130327854447102,0.10267362863321029,0.05921850722138376,0.02599553665385057,0.0016424802928845358
0.010000000000000002,0.6453225830447771,0.6453225956572658,0.6453225920613032,0.5515514548076511,0.3622559157766132,0.2418724480293525,0.1601817616060395,0.10194075968701885,0.05877954461235189,0.0258140317728745,0.002914576112870184
0.01778279410038923,0.644459864803213,0.6444598502929881,0.6444598642671574,0.544874815075707,0.357871334646968,0.23893312257319219,0.15821835482208368,0.10067789485769325,0.05806075592447673,0.025620544975141046,0.005163753830145628
0.0316227766016838,0.6429519149148555,0.6429519054972228,0.6429519183513438,0.5330971662518256,0.3501596250649854,0.23379325172055368,0.15482739179893218,0.09856372969116088,0.05698414947227378,0.025690006547384195,0.00912449956300932
0.05623413251903491,0.6403539677203941,0.6403539683886237,0.6403539613537902,0.5124629941569192,0.33672501489195233,0.22493973616662558,0.14913024466989325,0.09524131702129895,0.05573480318109208,0.016055588142673983,0.016055592405591554
0.1,0.6360020099326437,0.6360020097690068,0.636002004610277,0.47679988096237996,0.3137720529384419,0.21016931246983064,0.14013815604854069,0.09082233062011918,0.028080603699115404,0.028080610894922996,0.02808061272145369
0.1778279410038923,0.6291293712702937,0.6291293720934872,0.6291293714581639,0.41695950790350217,0.27627030784301554,0.18739220218201538,0.12821566387660124,0.04876921442043289,0.048769202744594106,0.048769215334284875,0.048769207418744256
