lambda,psucc_meco_problem,psucc_min_l1_problem,psucc_min_ss_problem,L2_meco_problem,L2_min_l1_problem,L2_min_ss_problem
1.0000000000000004e-06,0.8108930158090284,0.8108929152267783,0.8108928763266969,1.33425593586559e-07,2.534514439734151e-07,2.98434671920914e-07
1.0000000000000003e-05,0.8108919514540897,0.8108909629840575,0.8108903889477108,1.2419628220360522e-06,2.514253506297934e-06,3.1490851394972054e-06
0.00010000000000000002,0.8108565960232974,0.8108504361472425,0.8108637665042282,2.8791929870871003e-05,3.030226738959402e-05,3.401890322396284e-05
0.0010000000000000002,0.8104660346889724,0.810466034052846,0.810679162620874,0.00030311011987348477,0.0003031103308093953,0.0002478514259043535
0.010000000000000002,0.8066098382550833,0.8066098383207612,0.8087075636529888,0.00304005535396034,0.0030400553196496156,0.002498815358093188
0.1,0.765985122170474,0.7659851227133183,0.7804562993919147,0.03190994079500514,0.031909940524104646,0.02826850567329976
